ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416180,2021-03-31 13:07:55:372
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416181,2021-03-31 13:07:55:373
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416182,2021-03-31 13:07:55:374
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416182,2021-03-31 13:07:55:374
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416182,2021-03-31 13:07:55:374
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416182,2021-03-31 13:07:55:374
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416183,2021-03-31 13:07:55:375
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416184,2021-03-31 13:07:55:376
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416185,2021-03-31 13:07:55:377
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416186,2021-03-31 13:07:55:378
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
-1.7209,3.2325,9.6965,-1.7151,3.7045,8.9165,1.7151,0.2573,-0.1297,0.1065,0.0256,0.5781,-9.69,-41.06,-24.62,153.29,-21.3,12.44,416187,2021-03-31 13:07:55:379
