ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.8899,0.3634,-2.0803,-3.3332,-9.1994,0.6567,9.9156,7.424,-5.5867,0.6018,-0.6667,0.9302,26.18,30.78,5.0,35.884983,14.480819,56.79,NaN,6.37,9.935046,315.9,19 / 25,370742,2021-05-02 13:38:06:944
-14.8828,-39.2228,-3.5408,-1.0774,-9.6514,-1.364,0.0,0.0,0.0,-0.4198,1.4902,-1.7919,28.4,29.12,4.37,35.885,14.480816,54.52,NaN,5.51,3.790092,347.8,19 / 25,371464,2021-05-02 13:38:07:666
-14.8828,-39.2228,-3.5408,-1.0774,-9.6514,-1.364,0.0,0.0,0.0,-0.4198,1.4902,-1.7919,28.4,29.12,4.37,35.885,14.480816,54.52,NaN,5.51,3.790092,347.8,19 / 25,371465,2021-05-02 13:38:07:667
4.4686,-7.0929,-1.2688,2.2251,-9.4821,-1.1442,0.0,0.0,0.0,0.7107,-0.5108,1.2402,23.52,34.11,5.43,35.885,14.480816,54.52,NaN,5.51,3.790092,347.8,19 / 25,371641,2021-05-02 13:38:07:843
2.3764,-9.8749,-1.0161,2.2702,-9.3941,-1.6636,0.0,0.0,0.0,-0.13,-2.1416,-0.02,21.62,35.29,-4.22,35.885014,14.480829,54.65,NaN,3.71,3.790092,40.6,18 / 25,372223,2021-05-02 13:38:08:425
2.3764,-9.8749,-1.0161,2.2702,-9.3941,-1.6636,0.0,0.0,0.0,-0.13,-2.1416,-0.02,21.62,35.29,-4.22,35.885014,14.480829,54.65,NaN,3.71,3.790092,40.6,18 / 25,372224,2021-05-02 13:38:08:426
-0.2776,-10.9104,-0.7732,-0.498,-9.7577,-0.8419,0.0,0.0,0.0,-0.1431,-1.8489,0.2712,21.69,34.94,-6.06,35.885014,14.480829,54.65,NaN,3.71,3.790092,40.6,19 / 25,372653,2021-05-02 13:38:08:855
-0.2776,-10.9104,-0.7732,-0.498,-9.7577,-0.8419,0.0,0.0,0.0,-0.1431,-1.8489,0.2712,21.69,34.94,-6.06,35.885014,14.480829,54.65,NaN,3.71,3.790092,40.6,19 / 25,372654,2021-05-02 13:38:08:856
-3.2844,-0.2973,-1.5595,-7.296,-5.4296,-3.6685,0.0,0.0,0.0,0.7691,-0.168,0.7681,-27.73,29.8,2.2,35.885017,14.48081,56.34,NaN,6.98,3.790092,266.5,17 / 25,373056,2021-05-02 13:38:09:258
10.0528,-19.0995,-6.5584,4.3751,-8.0615,-3.47,0.0,0.0,0.0,1.1346,0.0677,2.1867,-26.75,26.54,14.29,35.885017,14.48081,56.34,NaN,6.98,3.790092,266.5,17 / 25,373509,2021-05-02 13:38:09:711
-4.2912,-4.6834,-1.4554,0.7971,-9.7099,-1.1196,-3.0699,2.3729,0.8202,0.7414,-0.1808,0.8673,-25.41,29.99,6.58,35.88501,14.48081,56.51,NaN,3.2,3.790092,197.3,19 / 25,374092,2021-05-02 13:38:10:294
-2.8119,-4.2069,-1.1788,-5.0242,-8.3589,-1.0278,0.0,0.0,0.0,0.8176,-0.4571,2.4417,-26.99,28.23,9.0,35.88501,14.48081,56.51,NaN,3.2,3.790092,197.3,19 / 25,374373,2021-05-02 13:38:10:575
-2.5938,-10.3932,-1.3669,1.9736,-9.2708,-2.5155,0.0,0.0,0.0,-1.1812,1.0539,-2.1797,-21.48,36.62,7.91,35.884995,14.480812,57.1,NaN,3.53,3.790092,183.1,18 / 25,374893,2021-05-02 13:38:11:095
-1.1862,-8.3821,-3.6018,0.7739,-9.7213,-1.033,-2.01,7.4977,5.4431,0.2237,-1.4967,0.9659,-31.21,26.12,13.55,35.884995,14.480812,57.1,NaN,3.53,3.790092,183.1,18 / 25,375297,2021-05-02 13:38:11:499
-3.1349,-8.6049,-1.9522,1.5129,-9.675,-0.5248,-2.249,-2.3971,-1.8726,-1.3885,1.1942,-1.8974,-23.41,36.32,3.65,35.884983,14.480816,57.21,NaN,3.38,3.790092,173.8,19 / 25,375800,2021-05-02 13:38:12:002
12.8492,-13.8323,-3.1947,1.7467,-9.5688,-1.2481,8.9116,-3.3454,-1.9092,1.2793,-0.4726,1.9075,-32.57,26.13,10.48,35.884983,14.480816,57.21,NaN,3.38,3.790092,173.8,19 / 25,376327,2021-05-02 13:38:12:529
-0.1376,-4.7396,-0.5145,-0.4077,-9.741,-1.0572,-0.6069,0.2649,0.8154,-0.3546,0.6052,0.1759,-24.18,34.65,6.64,35.884975,14.480819,57.18,NaN,3.74,3.790092,168.0,18 / 25,376800,2021-05-02 13:38:13:002
1.4665,-11.8202,-4.57,-0.3838,-9.0735,-3.7006,2.6588,7.8391,4.8245,0.0331,0.0344,-0.4681,-24.75,34.39,2.87,35.884975,14.480819,57.18,NaN,3.74,3.790092,168.0,18 / 25,377297,2021-05-02 13:38:13:499
6.3123,-0.8097,-6.1322,1.2139,-9.4962,-2.1258,-3.6197,-4.156,3.4267,-1.2397,0.8538,0.1471,-28.65,30.07,-7.25,35.884968,14.480824,56.68,NaN,2.3,3.790092,143.1,19 / 25,377797,2021-05-02 13:38:13:999
1.5179,-16.6418,-5.249,1.9918,-8.8426,-3.7433,6.8755,4.3754,-1.7242,1.0925,-1.1951,1.9695,-29.88,28.46,-8.59,35.884968,14.480824,56.68,NaN,2.3,3.790092,143.1,19 / 25,378296,2021-05-02 13:38:14:498
-2.4311,-8.8322,-8.403,-0.8195,-9.7723,-0.0341,-2.2773,3.4637,-6.5651,0.6105,1.6412,0.7124,-25.47,29.96,-9.86,35.88497,14.480846,56.74,NaN,7.06,3.790092,72.6,18 / 25,378800,2021-05-02 13:38:15:002
-7.558,-6.5052,-3.8052,1.2347,-9.6673,-1.0906,-7.5648,3.5982,-2.8277,-0.131,1.3448,2.572,-22.07,31.16,-15.98,35.88497,14.480846,56.74,NaN,7.06,3.790092,72.6,18 / 25,379297,2021-05-02 13:38:15:499
0.7998,-13.7809,-3.5444,-0.3955,-9.6884,1.4661,6.3774,-4.0163,-1.0068,2.9938,2.9986,0.6738,3.65,35.29,-12.79,35.884983,14.48087,57.13,NaN,8.17,3.790092,59.8,19 / 25,379797,2021-05-02 13:38:15:999
-0.7696,3.5728,-3.3036,3.7275,-8.7535,-2.3773,-3.5358,-3.9885,2.5207,-0.1422,3.0451,2.6418,24.58,28.38,-0.93,35.884983,14.48087,57.13,NaN,8.17,3.790092,59.8,19 / 25,380297,2021-05-02 13:38:16:499
-11.1168,-63.8593,5.1559,-1.6805,-9.6288,0.7953,5.8419,9.2519,-3.61,0.2576,1.939,-5.0618,24.33,27.35,12.93,35.88499,14.480896,57.05,NaN,8.68,3.790092,65.7,18 / 25,380797,2021-05-02 13:38:16:999
6.7286,0.0918,-6.6661,-4.1514,-8.7461,1.5629,8.9966,7.7675,-7.8744,1.8159,0.1161,0.927,16.46,29.04,20.08,35.88499,14.480896,57.05,NaN,8.68,3.790092,65.7,18 / 25,381297,2021-05-02 13:38:17:499
-0.7851,-3.3835,1.5852,2.6924,-9.1969,-2.0831,6.6496,-11.5652,-2.2988,-0.4942,-3.0829,-2.8638,21.13,26.28,19.46,35.88501,14.480928,56.85,NaN,11.66,3.790092,55.4,18 / 25,381895,2021-05-02 13:38:18:097
-17.5774,17.2502,7.1731,-5.3845,6.0506,5.5288,0.0,0.0,0.0,0.8778,-4.2727,0.0797,21.15,26.02,19.63,35.88501,14.480928,56.85,NaN,11.66,3.790092,55.4,18 / 25,382226,2021-05-02 13:38:18:428
8.5173,-20.549,-5.4511,1.2205,-9.7233,0.3718,13.6058,-13.9873,-4.7614,-1.9132,-5.7666,-0.1144,21.23,21.56,21.45,35.885017,14.480976,57.21,NaN,14.04,3.790092,78.6,19 / 25,382750,2021-05-02 13:38:18:952
8.5173,-20.549,-5.4511,1.2205,-9.7233,0.3718,13.6058,-13.9873,-4.7614,-1.9132,-5.7666,-0.1144,21.23,21.56,21.45,35.885017,14.480976,57.21,NaN,14.04,3.790092,78.6,19 / 25,382751,2021-05-02 13:38:18:953
9.6796,1.9436,0.8213,9.6868,1.4545,0.4704,0.0,0.0,0.0,-4.6127,2.8525,-1.994,23.35,19.43,21.02,35.885044,14.481008,57.31,NaN,14.29,3.790092,36.1,18 / 25,383273,2021-05-02 13:38:19:475
-2.2576,-11.158,-4.3522,-5.5699,-4.9247,-6.3948,0.0,0.0,0.0,0.7712,-0.6307,2.6583,-8.45,34.71,9.5,35.885044,14.481008,57.31,NaN,14.29,3.790092,36.1,18 / 25,383660,2021-05-02 13:38:19:862
-0.7744,-9.9072,0.9553,-1.5497,-9.5973,-1.2883,4.8323,-1.5476,1.8961,-1.3865,-1.3791,-0.0855,-2.26,31.55,-18.37,35.885067,14.481027,57.88,NaN,8.28,3.790092,33.9,18 / 25,384159,2021-05-02 13:38:20:361
-7.9029,-12.5827,-7.692,0.5353,-6.7864,-7.0589,1.9483,4.2176,2.6788,0.0557,-2.4191,-0.1048,-11.96,32.29,-0.82,35.885067,14.481027,57.88,NaN,8.28,3.790092,33.9,18 / 25,384660,2021-05-02 13:38:20:862
-10.3854,-23.8062,-4.3415,-2.5598,-9.3192,-1.6646,5.6343,0.6517,-3.7874,-0.3208,-0.9896,0.1898,-15.27,32.12,6.82,35.885082,14.481035,57.58,NaN,7.88,3.790092,22.9,19 / 25,385159,2021-05-02 13:38:21:361
-1.6181,-27.5626,19.8688,-1.2662,-8.836,-4.061,-5.946,3.8865,-1.4719,1.8826,-0.8042,1.8695,-19.4,27.22,14.79,35.885082,14.481035,57.58,NaN,7.88,3.790092,22.9,19 / 25,385659,2021-05-02 13:38:21:861
1.2057,6.4576,0.9876,1.2444,-9.1157,-3.3951,-3.9154,4.7893,6.0096,-0.1593,-0.2324,1.3733,-18.96,29.79,4.14,35.885098,14.481046,57.44,NaN,7.78,3.790092,28.7,19 / 25,386159,2021-05-02 13:38:22:361
-5.4464,-34.9484,1.4892,0.4743,-9.6519,-1.6694,-2.2328,-9.4951,-1.7137,-3.3748,0.106,-2.4322,-19.07,29.95,2.51,35.885098,14.481046,57.44,NaN,7.78,3.790092,28.7,19 / 25,386660,2021-05-02 13:38:22:862
1.3158,6.7436,-2.353,9.2435,3.0176,-1.274,0.0,0.0,0.0,-0.3691,0.3479,1.5059,-20.14,29.08,2.99,35.885094,14.481069,57.97,NaN,6.37,3.790092,102.3,19 / 25,387160,2021-05-02 13:38:23:362
-9.2638,-10.1563,-9.4696,-1.1135,-9.6907,-1.0102,0.5782,11.9095,1.5788,-0.2088,0.7542,1.6007,-22.97,27.39,1.48,35.885094,14.481069,57.97,NaN,6.37,3.790092,102.3,19 / 25,387660,2021-05-02 13:38:23:862
2.1727,-9.4582,0.1343,-3.4532,-9.1255,0.9855,5.6499,0.0724,-2.9833,0.5608,-0.9557,1.4277,-20.57,28.58,-3.04,35.88508,14.481082,58.22,NaN,5.04,3.912166,123.5,18 / 25,388225,2021-05-02 13:38:24:427
-5.1867,-11.5831,-8.4413,-1.418,-8.8612,-3.9547,0.0,0.0,0.0,1.6873,-0.6735,1.6542,-23.68,26.69,-5.12,35.88508,14.481082,58.22,NaN,5.04,3.912166,123.5,18 / 25,388567,2021-05-02 13:38:24:769
-2.3952,-5.2555,2.2783,2.3246,-9.4311,1.3492,0.0,0.0,0.0,-0.4503,-1.377,-1.0901,-20.36,28.44,-5.29,35.88505,14.481049,58.28,NaN,7.6,3.790092,215.4,17 / 25,389066,2021-05-02 13:38:25:268
-2.3952,-5.2555,2.2783,2.3246,-9.4311,1.3492,0.0,0.0,0.0,-0.4503,-1.377,-1.0901,-20.36,28.44,-5.29,35.88505,14.481049,58.28,NaN,7.6,3.790092,215.4,17 / 25,389214,2021-05-02 13:38:25:416
5.8968,-10.2951,-1.1285,6.0764,-7.6603,-0.7531,0.0,0.0,0.0,1.1172,1.0901,1.5083,-22.81,24.52,-13.18,35.885033,14.48102,59.01,NaN,6.01,3.790092,224.7,16 / 25,389670,2021-05-02 13:38:25:872
-2.1138,-2.9776,2.75,3.5205,-8.993,-1.7036,-3.3738,-0.7931,1.6881,-0.8294,-2.4576,-1.4911,-17.4,26.97,-16.13,35.885033,14.48102,59.01,NaN,6.01,3.790092,224.7,16 / 25,390211,2021-05-02 13:38:26:413
4.6998,-9.3111,-3.7442,-0.8225,-9.7152,1.0526,0.9978,-1.0194,-2.7433,0.1787,0.5192,1.0438,-19.23,27.51,-13.97,35.885017,14.480994,58.67,NaN,5.11,3.790092,224.1,16 / 25,390671,2021-05-02 13:38:26:873
-4.107,-3.4899,0.5258,3.1245,-9.2202,-1.1816,-6.1646,-2.0363,0.3621,-0.7049,-1.2541,-0.11,-22.34,24.6,-12.91,35.885017,14.480994,58.67,NaN,5.11,3.790092,224.1,16 / 25,391210,2021-05-02 13:38:27:412
-1.6364,-10.6385,-0.3278,-1.5208,-9.6265,1.0897,2.6423,0.3701,-1.6124,0.7918,-0.5094,0.5646,-24.28,26.77,-9.0,35.885002,14.480965,58.88,NaN,4.75,3.790092,239.2,18 / 25,391671,2021-05-02 13:38:27:873
-3.8088,-3.2647,-0.67,3.5081,-8.8146,-2.4831,-1.4839,-0.2724,1.6168,1.6058,0.2628,2.165,-23.05,26.28,-13.65,35.885002,14.480965,58.88,NaN,4.75,3.790092,239.2,18 / 25,392168,2021-05-02 13:38:28:370
1.433,-9.3171,-1.18,-0.5508,-9.791,0.0546,-0.8274,0.4355,-3.9668,-0.447,1.0829,0.3489,-28.68,24.75,-7.14,35.88499,14.480943,59.44,NaN,5.15,3.790092,225.7,18 / 25,392668,2021-05-02 13:38:28:870
2.6192,-8.3438,-0.3218,-0.7601,-9.7469,0.7686,2.9446,0.4874,-0.954,0.7536,-0.3054,0.4519,-24.68,27.61,-11.6,35.88499,14.480943,59.44,NaN,5.15,3.790092,225.7,18 / 25,393167,2021-05-02 13:38:29:369
0.3305,-11.6752,-2.292,-1.7254,-7.3493,6.2595,0.0,0.0,0.0,1.457,3.1978,-0.1871,-26.97,26.96,-11.18,35.884983,14.480924,59.11,NaN,4.9,3.790092,239.7,18 / 25,393581,2021-05-02 13:38:29:783
1.0798,-9.0012,2.7129,0.9376,-9.5731,1.9097,0.0,0.0,0.0,-0.2431,0.2752,0.5438,-23.53,28.76,-12.85,35.88498,14.480905,59.34,NaN,4.14,3.790092,250.3,18 / 25,394429,2021-05-02 13:38:30:631
1.0798,-9.0012,2.7129,0.9376,-9.5731,1.9097,0.0,0.0,0.0,-0.2431,0.2752,0.5438,-23.53,28.76,-12.85,35.88498,14.480905,59.34,NaN,4.14,3.790092,250.3,18 / 25,394429,2021-05-02 13:38:30:631
1.0798,-9.0012,2.7129,0.9376,-9.5731,1.9097,0.0,0.0,0.0,-0.2431,0.2752,0.5438,-23.53,28.76,-12.85,35.88498,14.480905,59.34,NaN,4.14,3.790092,250.3,18 / 25,394429,2021-05-02 13:38:30:631
-2.5412,-3.6921,-0.0033,-5.4994,-7.8752,-1.9769,0.0,0.0,0.0,1.0687,-0.7239,-0.4245,-18.82,28.67,-16.25,35.884975,14.480891,59.03,NaN,3.64,3.790092,244.9,19 / 25,394832,2021-05-02 13:38:31:034
1.1216,-13.9902,-1.5248,5.3359,-7.844,-2.4841,0.0,0.0,0.0,-0.1913,-0.0797,0.2049,-27.74,26.49,-8.08,35.884975,14.480891,59.03,NaN,3.64,3.790092,244.9,19 / 25,395447,2021-05-02 13:38:31:649
0.6586,-10.0771,-0.5336,1.4715,-9.6956,-0.0345,-0.4773,-2.6479,-1.3056,-1.9135,1.7965,-1.8892,-19.14,30.85,-14.86,35.884968,14.480879,59.61,NaN,3.28,3.790092,233.2,18 / 25,395803,2021-05-02 13:38:32:005
0.6153,-11.4335,-2.2681,0.902,-9.499,-2.264,0.0,0.0,0.0,-0.5714,-0.1564,-1.9422,-20.4,30.06,-14.24,35.88496,14.480865,59.86,NaN,4.46,3.933469,235.4,17 / 25,396304,2021-05-02 13:38:32:506
0.6153,-11.4335,-2.2681,0.902,-9.499,-2.264,0.0,0.0,0.0,-0.5714,-0.1564,-1.9422,-20.4,30.06,-14.24,35.88496,14.480865,59.86,NaN,4.46,3.933469,235.4,17 / 25,396612,2021-05-02 13:38:32:814
2.0734,-9.705,3.3832,2.4479,-9.2596,2.1065,0.0,0.0,0.0,-0.192,0.3193,0.6221,-20.4,30.06,-14.24,35.88496,14.480865,59.86,NaN,4.46,3.933469,235.4,17 / 25,396622,2021-05-02 13:38:32:824
9.1002,-8.7473,-2.881,5.3813,-8.0849,-1.3589,0.0,0.0,0.0,0.0258,0.8001,0.8269,-19.5,29.68,-15.62,35.88494,14.480832,59.59,NaN,6.23,4.192669,234.8,15 / 25,397418,2021-05-02 13:38:33:620
9.1002,-8.7473,-2.881,5.3813,-8.0849,-1.3589,0.0,0.0,0.0,0.0258,0.8001,0.8269,-19.5,29.68,-15.62,35.88494,14.480832,59.59,NaN,6.23,4.192669,234.8,15 / 25,397419,2021-05-02 13:38:33:621
9.1002,-8.7473,-2.881,5.3813,-8.0849,-1.3589,0.0,0.0,0.0,0.0258,0.8001,0.8269,-19.5,29.68,-15.62,35.88494,14.480832,59.59,NaN,6.23,4.192669,234.8,15 / 25,397419,2021-05-02 13:38:33:621
9.1002,-8.7473,-2.881,5.3813,-8.0849,-1.3589,0.0,0.0,0.0,0.0258,0.8001,0.8269,-19.5,29.68,-15.62,35.88494,14.480832,59.59,NaN,6.23,4.192669,234.8,15 / 25,397419,2021-05-02 13:38:33:621
0.2791,-9.7804,0.0266,-0.3277,-9.7998,-0.1623,0.0,0.0,0.0,0.286,0.6984,0.2686,-13.16,30.89,-21.2,35.884945,14.480822,59.95,NaN,2.84,3.790092,279.9,18 / 25,397822,2021-05-02 13:38:34:024
0.2791,-9.7804,0.0266,-0.3277,-9.7998,-0.1623,0.0,0.0,0.0,0.286,0.6984,0.2686,-13.16,30.89,-21.2,35.884945,14.480822,59.95,NaN,2.84,3.790092,279.9,18 / 25,397916,2021-05-02 13:38:34:118
0.3939,-13.1106,-5.8104,4.5482,-8.1526,-3.0032,0.6836,-3.6677,-2.6119,-0.4335,-1.3448,0.8804,-10.64,34.12,-17.07,35.88495,14.480812,60.13,NaN,3.92,3.790092,281.1,17 / 25,398570,2021-05-02 13:38:34:772
8.0121,-23.0593,-6.7702,1.1307,-9.4743,-2.2648,-2.7164,2.6956,2.6339,-0.6438,-0.5904,-1.1805,-5.37,32.5,-21.7,35.88495,14.480812,60.13,NaN,3.92,3.790092,281.1,17 / 25,398916,2021-05-02 13:38:35:118
8.9133,-19.9373,-9.4768,3.7476,-8.1926,-3.8739,4.1732,-12.1462,0.3844,-0.7648,1.2147,1.1554,-5.43,33.94,-18.62,35.88495,14.480812,60.13,NaN,3.92,3.790092,281.1,17 / 25,399415,2021-05-02 13:38:35:617
8.9133,-19.9373,-9.4768,3.7476,-8.1926,-3.8739,4.1732,-12.1462,0.3844,-0.7648,1.2147,1.1554,-5.43,33.94,-18.62,35.88495,14.480812,60.13,NaN,3.92,3.790092,281.1,17 / 25,399416,2021-05-02 13:38:35:618
-4.9005,-11.6417,-7.2981,-3.0228,-7.787,-5.1377,0.0,0.0,0.0,1.7139,3.5768,3.8877,-5.16,35.77,-14.74,35.884953,14.480799,59.88,NaN,5.22,3.790092,283.4,18 / 25,399880,2021-05-02 13:38:36:082
-4.9005,-11.6417,-7.2981,-3.0228,-7.787,-5.1377,0.0,0.0,0.0,1.7139,3.5768,3.8877,-5.16,35.77,-14.74,35.884953,14.480799,59.88,NaN,5.22,3.790092,283.4,18 / 25,399885,2021-05-02 13:38:36:087
-7.6932,-13.3199,22.4139,-4.1892,-2.7658,-8.4244,0.0,0.0,0.0,-0.6562,7.09,1.253,20.04,31.18,12.8,35.88497,14.480792,57.5,NaN,6.62,3.790092,344.1,18 / 25,400387,2021-05-02 13:38:36:589
-8.2415,8.4401,2.8947,2.2146,-9.3138,-2.1258,-3.4722,16.9679,16.1459,4.9992,-2.4223,0.8048,21.55,29.56,5.04,35.88497,14.480792,57.5,NaN,6.62,3.790092,344.1,18 / 25,400886,2021-05-02 13:38:37:088
-3.4175,2.147,0.4851,1.1982,-8.4969,-4.7474,-0.4131,10.8388,25.142,6.9044,1.0514,-1.8144,19.46,32.57,8.28,35.885,14.480825,57.63,NaN,11.81,3.790092,41.6,18 / 25,401388,2021-05-02 13:38:37:590
-1.8039,-11.601,-16.1958,-2.451,-9.4374,1.0479,-1.4328,-17.6045,-14.0272,1.6122,0.4099,1.8599,26.21,28.71,0.74,35.885,14.480825,57.63,NaN,11.81,3.790092,41.6,18 / 25,401885,2021-05-02 13:38:38:087
-13.4189,-20.0689,-4.8455,0.1203,-9.1952,-3.4066,-8.1413,-2.0878,-4.287,-0.0973,0.8807,-0.3025,29.23,22.79,3.68,35.885017,14.480872,57.3,NaN,12.1,3.790092,67.5,18 / 25,402386,2021-05-02 13:38:38:588
-4.727,-47.199,-3.4615,1.3483,-9.3357,-2.6829,-3.8055,-13.1151,-1.5112,-2.3872,0.2633,-3.0249,25.25,25.91,-1.2,35.885017,14.480872,57.3,NaN,12.1,3.790092,67.5,18 / 25,402885,2021-05-02 13:38:39:087
1.3146,-4.0896,0.6574,-2.3456,-9.4724,0.9712,-9.0425,9.8821,-9.3272,0.5589,1.111,1.5027,15.74,31.96,-3.76,35.885033,14.480916,58.1,NaN,11.88,3.790092,67.5,19 / 25,403680,2021-05-02 13:38:39:882
1.3146,-4.0896,0.6574,-2.3456,-9.4724,0.9712,-9.0425,9.8821,-9.3272,0.5589,1.111,1.5027,15.74,31.96,-3.76,35.885033,14.480916,58.1,NaN,11.88,3.790092,67.5,19 / 25,403680,2021-05-02 13:38:39:882
-2.3521,0.8674,-8.0213,0.799,-1.5029,-9.6578,0.0,0.0,0.0,-2.7563,0.7839,1.1394,16.16,31.04,-8.98,35.885048,14.480957,58.47,NaN,11.88,3.790092,66.9,19 / 25,404136,2021-05-02 13:38:40:338
-2.3521,0.8674,-8.0213,0.799,-1.5029,-9.6578,0.0,0.0,0.0,-2.7563,0.7839,1.1394,16.16,31.04,-8.98,35.885048,14.480957,58.47,NaN,11.88,3.790092,66.9,19 / 25,404137,2021-05-02 13:38:40:339
3.39,-7.9968,-2.018,3.0651,-9.2881,-0.7116,0.0,0.0,0.0,-2.4564,-1.1095,-2.2859,25.86,24.75,-11.44,35.885056,14.480966,59.39,NaN,3.06,3.790092,13.1,19 / 25,404692,2021-05-02 13:38:40:894
3.39,-7.9968,-2.018,3.0651,-9.2881,-0.7116,0.0,0.0,0.0,-2.4564,-1.1095,-2.2859,25.86,24.75,-11.44,35.885056,14.480966,59.39,NaN,3.06,3.790092,13.1,19 / 25,404694,2021-05-02 13:38:40:896
6.221,-10.2604,3.0814,4.395,-8.7371,0.7189,0.0,0.0,0.0,-0.1455,-5.172,-6.0856,33.5,16.6,-0.6,35.885056,14.480978,59.0,NaN,3.49,3.790092,62.1,18 / 25,405186,2021-05-02 13:38:41:388
6.221,-10.2604,3.0814,4.395,-8.7371,0.7189,0.0,0.0,0.0,-0.1455,-5.172,-6.0856,33.5,16.6,-0.6,35.885056,14.480978,59.0,NaN,3.49,3.790092,62.1,18 / 25,405187,2021-05-02 13:38:41:389
6.221,-10.2604,3.0814,4.395,-8.7371,0.7189,0.0,0.0,0.0,-0.1455,-5.172,-6.0856,33.5,16.6,-0.6,35.88508,14.480983,59.59,NaN,10.66,3.790092,1.0,19 / 25,405535,2021-05-02 13:38:41:737
-0.8689,-8.3318,-1.5882,-1.5867,-9.0253,-3.4924,0.0,0.0,0.0,1.1924,-0.7787,0.5817,-8.97,36.72,5.27,35.88508,14.480983,59.59,NaN,10.66,3.790092,1.0,19 / 25,406134,2021-05-02 13:38:42:336
-1.0822,-7.943,-3.3323,-0.5916,-9.7034,-1.2905,0.0,0.0,0.0,0.8217,0.0647,0.6593,-3.77,38.43,-0.3,35.885105,14.480982,59.42,NaN,7.67,3.790092,353.2,18 / 25,406627,2021-05-02 13:38:42:829
-1.0822,-7.943,-3.3323,-0.5916,-9.7034,-1.2905,0.0,0.0,0.0,0.8217,0.0647,0.6593,-3.77,38.43,-0.3,35.885105,14.480982,59.42,NaN,7.67,3.790092,353.2,18 / 25,406628,2021-05-02 13:38:42:830
0.0745,-11.7661,-0.0356,-0.3369,-9.7086,-1.3415,0.0,0.0,0.0,-0.6881,2.2044,-2.2734,0.55,31.09,-23.51,35.885105,14.480982,59.42,NaN,7.67,3.790092,353.2,19 / 25,407101,2021-05-02 13:38:43:303
0.0745,-11.7661,-0.0356,-0.3369,-9.7086,-1.3415,0.0,0.0,0.0,-0.6881,2.2044,-2.2734,0.55,31.09,-23.51,35.885105,14.480982,59.42,NaN,7.67,3.790092,353.2,19 / 25,407102,2021-05-02 13:38:43:304
-7.2745,-11.0157,-2.2825,-0.5381,-9.7905,-0.1639,0.4436,-2.3041,0.4983,-1.6885,1.0672,-0.9288,6.92,29.74,-26.16,35.8851,14.48097,59.52,NaN,4.03,3.790092,284.9,19 / 25,407749,2021-05-02 13:38:43:951
-7.2745,-11.0157,-2.2825,-0.5381,-9.7905,-0.1639,0.4436,-2.3041,0.4983,-1.6885,1.0672,-0.9288,6.92,29.74,-26.16,35.8851,14.48097,59.52,NaN,4.03,3.790092,284.9,19 / 25,407749,2021-05-02 13:38:43:951
-6.816,-8.843,-2.1461,-4.5805,-8.5004,-1.7126,0.0,0.0,0.0,-0.9068,2.5081,-2.3342,7.65,29.55,-26.16,35.885105,14.480955,59.26,NaN,4.43,3.790092,285.7,18 / 25,408209,2021-05-02 13:38:44:411
-6.816,-8.843,-2.1461,-4.5805,-8.5004,-1.7126,0.0,0.0,0.0,-0.9068,2.5081,-2.3342,7.65,29.55,-26.16,35.885105,14.480955,59.26,NaN,4.43,3.790092,285.7,18 / 25,408210,2021-05-02 13:38:44:412
-0.1986,-9.8689,2.732,-2.6063,-9.4146,0.8619,0.0,0.0,0.0,1.1295,-0.0851,0.1121,1.09,34.26,-19.57,35.885105,14.48094,58.86,NaN,4.39,3.790092,286.1,19 / 25,408615,2021-05-02 13:38:44:817
-0.1986,-9.8689,2.732,-2.6063,-9.4146,0.8619,0.0,0.0,0.0,1.1295,-0.0851,0.1121,1.09,34.26,-19.57,35.885105,14.48094,58.86,NaN,4.39,3.790092,286.1,19 / 25,408616,2021-05-02 13:38:44:818
-11.7897,-14.7793,-10.9265,-6.1013,-7.6019,-1.0751,0.0,0.0,0.0,0.2431,-0.5759,1.497,-16.74,36.55,-4.5,35.8851,14.480925,59.62,NaN,4.36,3.790092,268.1,18 / 25,409049,2021-05-02 13:38:45:251
-11.7897,-14.7793,-10.9265,-6.1013,-7.6019,-1.0751,0.0,0.0,0.0,0.2431,-0.5759,1.497,-16.74,36.55,-4.5,35.8851,14.480925,59.62,NaN,4.36,3.790092,268.1,18 / 25,409049,2021-05-02 13:38:45:251
-3.481,-3.454,0.0482,-7.7908,-5.904,0.7849,0.0,0.0,0.0,0.3774,-2.2604,0.4439,-14.68,36.2,-2.38,35.885098,14.480912,59.5,NaN,4.46,3.790092,241.8,18 / 25,409448,2021-05-02 13:38:45:650
