ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,0.0149,0.0287,0.1341,514612,2021-03-31 13:09:33:804
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,0.0149,0.0287,0.1341,514612,2021-03-31 13:09:33:804
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,0.0149,0.0287,0.1341,514612,2021-03-31 13:09:33:804
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,0.0149,0.0287,0.1341,514612,2021-03-31 13:09:33:804
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514612,2021-03-31 13:09:33:804
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514615,2021-03-31 13:09:33:807
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514615,2021-03-31 13:09:33:807
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514615,2021-03-31 13:09:33:807
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514615,2021-03-31 13:09:33:807
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514616,2021-03-31 13:09:33:808
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514616,2021-03-31 13:09:33:808
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514616,2021-03-31 13:09:33:808
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514616,2021-03-31 13:09:33:808
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514616,2021-03-31 13:09:33:808
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514617,2021-03-31 13:09:33:809
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514617,2021-03-31 13:09:33:809
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514617,2021-03-31 13:09:33:809
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514618,2021-03-31 13:09:33:810
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514619,2021-03-31 13:09:33:811
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514620,2021-03-31 13:09:33:812
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514621,2021-03-31 13:09:33:813
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514622,2021-03-31 13:09:33:814
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514623,2021-03-31 13:09:33:815
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514624,2021-03-31 13:09:33:816
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514625,2021-03-31 13:09:33:817
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514626,2021-03-31 13:09:33:818
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514626,2021-03-31 13:09:33:818
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514626,2021-03-31 13:09:33:818
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514626,2021-03-31 13:09:33:818
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514627,2021-03-31 13:09:33:819
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514628,2021-03-31 13:09:33:820
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514629,2021-03-31 13:09:33:821
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514630,2021-03-31 13:09:33:822
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514630,2021-03-31 13:09:33:822
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514630,2021-03-31 13:09:33:822
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514630,2021-03-31 13:09:33:822
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514631,2021-03-31 13:09:33:823
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514631,2021-03-31 13:09:33:823
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514631,2021-03-31 13:09:33:823
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514632,2021-03-31 13:09:33:824
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514633,2021-03-31 13:09:33:825
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514634,2021-03-31 13:09:33:826
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514635,2021-03-31 13:09:33:827
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514636,2021-03-31 13:09:33:828
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514637,2021-03-31 13:09:33:829
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514638,2021-03-31 13:09:33:830
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514638,2021-03-31 13:09:33:830
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514638,2021-03-31 13:09:33:830
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514638,2021-03-31 13:09:33:830
0.5351,2.2749,9.3827,0.6135,2.4309,9.4807,-0.5676,0.0981,-1.0292,-0.1459,0.083,0.1437,514638,2021-03-31 13:09:33:830
