ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms,YYYY-MO-DD HH-MI-SS_SSS
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416100,2021-03-31 13:07:55:292
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416101,2021-03-31 13:07:55:293
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416102,2021-03-31 13:07:55:294
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416102,2021-03-31 13:07:55:294
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416102,2021-03-31 13:07:55:294
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416102,2021-03-31 13:07:55:294
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416103,2021-03-31 13:07:55:295
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416104,2021-03-31 13:07:55:296
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416104,2021-03-31 13:07:55:296
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416104,2021-03-31 13:07:55:296
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416105,2021-03-31 13:07:55:297
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416107,2021-03-31 13:07:55:299
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416108,2021-03-31 13:07:55:300
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416109,2021-03-31 13:07:55:301
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.8518,-9.7101,0.7815,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,-0.0149,-0.0692,0.0192,416110,2021-03-31 13:07:55:302
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416110,2021-03-31 13:07:55:302
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416110,2021-03-31 13:07:55:302
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416110,2021-03-31 13:07:55:302
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416111,2021-03-31 13:07:55:303
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416112,2021-03-31 13:07:55:304
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416113,2021-03-31 13:07:55:305
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416114,2021-03-31 13:07:55:306
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416115,2021-03-31 13:07:55:307
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416116,2021-03-31 13:07:55:308
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
-1.7209,3.2325,9.6965,-1.9681,3.563,8.9219,0.0754,-0.2876,0.8356,0.1065,0.0256,0.5781,416117,2021-03-31 13:07:55:309
